PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Fare,Embarked,HasCabin,Survived_texto
725,1,1,"Chambers, Mr. Norman Campbell",Hombre,27.0,1,0,53.1,Southampton,1,Sobrevivió
726,0,3,"Oreskovic, Mr. Luka",Hombre,20.0,0,0,8.6625,Southampton,0,No sobrevivió
727,1,2,"Renouf, Mrs. Peter Henry (Lillian Jefferys)",Mujer,30.0,3,0,21.0,Southampton,0,Sobrevivió
728,1,3,"Mannion, Miss. Margareth",Mujer,21.5,0,0,7.7375,Queenstown,0,Sobrevivió
729,0,2,"Bryhl, Mr. Kurt Arnold Gottfrid",Hombre,25.0,1,0,26.0,Southampton,0,No sobrevivió
730,0,3,"Ilmakangas, Miss. Pieta Sofia",Mujer,25.0,1,0,7.925,Southampton,0,No sobrevivió
731,1,1,"Allen, Miss. Elisabeth Walton",Mujer,29.0,0,0,211.3375,Southampton,1,Sobrevivió
732,0,3,"Hassan, Mr. Houssein G N",Hombre,11.0,0,0,18.7875,Cherbourg,0,No sobrevivió
733,0,2,"Knight, Mr. Robert J",Hombre,30.0,0,0,0.0,Southampton,0,No sobrevivió
734,0,2,"Berriman, Mr. William John",Hombre,23.0,0,0,13.0,Southampton,0,No sobrevivió
735,0,2,"Troupiansky, Mr. Moses Aaron",Hombre,23.0,0,0,13.0,Southampton,0,No sobrevivió
736,0,3,"Williams, Mr. Leslie",Hombre,28.5,0,0,16.1,Southampton,0,No sobrevivió
737,0,3,"Ford, Mrs. Edward (Margaret Ann Watson)",Mujer,48.0,1,3,34.375,Southampton,0,No sobrevivió
738,1,1,"Lesurer, Mr. Gustave J",Hombre,35.0,0,0,512.3292,Cherbourg,1,Sobrevivió
739,0,3,"Ivanoff, Mr. Kanio",Hombre,25.0,0,0,7.8958,Southampton,0,No sobrevivió
740,0,3,"Nankoff, Mr. Minko",Hombre,25.0,0,0,7.8958,Southampton,0,No sobrevivió
741,1,1,"Hawksford, Mr. Walter James",Hombre,40.0,0,0,30.0,Southampton,1,Sobrevivió
742,0,1,"Cavendish, Mr. Tyrell William",Hombre,36.0,1,0,78.85,Southampton,1,No sobrevivió
743,1,1,"Ryerson, Miss. Susan Parker ""Suzette""",Mujer,21.0,2,2,262.375,Cherbourg,1,Sobrevivió
744,0,3,"McNamee, Mr. Neal",Hombre,24.0,1,0,16.1,Southampton,0,No sobrevivió
745,1,3,"Stranden, Mr. Juho",Hombre,31.0,0,0,7.925,Southampton,0,Sobrevivió
746,0,1,"Crosby, Capt. Edward Gifford",Hombre,70.0,1,1,71.0,Southampton,1,No sobrevivió
747,0,3,"Abbott, Mr. Rossmore Edward",Hombre,16.0,1,1,20.25,Southampton,0,No sobrevivió
748,1,2,"Sinkkonen, Miss. Anna",Mujer,30.0,0,0,13.0,Southampton,0,Sobrevivió
749,0,1,"Marvin, Mr. Daniel Warner",Hombre,19.0,1,0,53.1,Southampton,1,No sobrevivió
750,0,3,"Connaghton, Mr. Michael",Hombre,31.0,0,0,7.75,Queenstown,0,No sobrevivió
751,1,2,"Wells, Miss. Joan",Mujer,4.0,1,1,23.0,Southampton,0,Sobrevivió
752,1,3,"Moor, Master. Meier",Hombre,6.0,0,1,12.475,Southampton,1,Sobrevivió
753,0,3,"Vande Velde, Mr. Johannes Joseph",Hombre,33.0,0,0,9.5,Southampton,0,No sobrevivió
754,0,3,"Jonkoff, Mr. Lalio",Hombre,23.0,0,0,7.8958,Southampton,0,No sobrevivió
755,1,2,"Herman, Mrs. Samuel (Jane Laver)",Mujer,48.0,1,2,65.0,Southampton,0,Sobrevivió
756,1,2,"Hamalainen, Master. Viljo",Hombre,0.67,1,1,14.5,Southampton,0,Sobrevivió
757,0,3,"Carlsson, Mr. August Sigfrid",Hombre,28.0,0,0,7.7958,Southampton,0,No sobrevivió
758,0,2,"Bailey, Mr. Percy Andrew",Hombre,18.0,0,0,11.5,Southampton,0,No sobrevivió
759,0,3,"Theobald, Mr. Thomas Leonard",Hombre,34.0,0,0,8.05,Southampton,0,No sobrevivió
760,1,1,"Rothes, the Countess. of (Lucy Noel Martha Dyer-Edwards)",Mujer,33.0,0,0,86.5,Southampton,1,Sobrevivió
761,0,3,"Garfirth, Mr. John",Hombre,25.0,0,0,14.5,Southampton,0,No sobrevivió
762,0,3,"Nirva, Mr. Iisakki Antino Aijo",Hombre,41.0,0,0,7.125,Southampton,0,No sobrevivió
763,1,3,"Barah, Mr. Hanna Assi",Hombre,20.0,0,0,7.2292,Cherbourg,0,Sobrevivió
764,1,1,"Carter, Mrs. William Ernest (Lucile Polk)",Mujer,36.0,1,2,120.0,Southampton,1,Sobrevivió
765,0,3,"Eklund, Mr. Hans Linus",Hombre,16.0,0,0,7.775,Southampton,0,No sobrevivió
766,1,1,"Hogeboom, Mrs. John C (Anna Andrews)",Mujer,51.0,1,0,77.9583,Southampton,1,Sobrevivió
767,0,1,"Brewe, Dr. Arthur Jackson",Hombre,40.0,0,0,39.6,Cherbourg,0,No sobrevivió
768,0,3,"Mangan, Miss. Mary",Mujer,30.5,0,0,7.75,Queenstown,0,No sobrevivió
769,0,3,"Moran, Mr. Daniel J",Hombre,25.0,1,0,24.15,Queenstown,0,No sobrevivió
770,0,3,"Gronnestad, Mr. Daniel Danielsen",Hombre,32.0,0,0,8.3625,Southampton,0,No sobrevivió
771,0,3,"Lievens, Mr. Rene Aime",Hombre,24.0,0,0,9.5,Southampton,0,No sobrevivió
772,0,3,"Jensen, Mr. Niels Peder",Hombre,48.0,0,0,7.8542,Southampton,0,No sobrevivió
773,0,2,"Mack, Mrs. (Mary)",Mujer,57.0,0,0,10.5,Southampton,1,No sobrevivió
774,0,3,"Elias, Mr. Dibo",Hombre,25.0,0,0,7.225,Cherbourg,0,No sobrevivió
775,1,2,"Hocking, Mrs. Elizabeth (Eliza Needs)",Mujer,54.0,1,3,23.0,Southampton,0,Sobrevivió
776,0,3,"Myhrman, Mr. Pehr Fabian Oliver Malkolm",Hombre,18.0,0,0,7.75,Southampton,0,No sobrevivió
777,0,3,"Tobin, Mr. Roger",Hombre,25.0,0,0,7.75,Queenstown,1,No sobrevivió
778,1,3,"Emanuel, Miss. Virginia Ethel",Mujer,5.0,0,0,12.475,Southampton,0,Sobrevivió
779,0,3,"Kilgannon, Mr. Thomas J",Hombre,25.0,0,0,7.7375,Queenstown,0,No sobrevivió
780,1,1,"Robert, Mrs. Edward Scott (Elisabeth Walton McMillan)",Mujer,43.0,0,1,211.3375,Southampton,1,Sobrevivió
781,1,3,"Ayoub, Miss. Banoura",Mujer,13.0,0,0,7.2292,Cherbourg,0,Sobrevivió
782,1,1,"Dick, Mrs. Albert Adrian (Vera Gillespie)",Mujer,17.0,1,0,57.0,Southampton,1,Sobrevivió
783,0,1,"Long, Mr. Milton Clyde",Hombre,29.0,0,0,30.0,Southampton,1,No sobrevivió
784,0,3,"Johnston, Mr. Andrew G",Hombre,25.0,1,2,23.45,Southampton,0,No sobrevivió
785,0,3,"Ali, Mr. William",Hombre,25.0,0,0,7.05,Southampton,0,No sobrevivió
786,0,3,"Harmer, Mr. Abraham (David Lishin)",Hombre,25.0,0,0,7.25,Southampton,0,No sobrevivió
787,1,3,"Sjoblom, Miss. Anna Sofia",Mujer,18.0,0,0,7.4958,Southampton,0,Sobrevivió
788,0,3,"Rice, Master. George Hugh",Hombre,8.0,4,1,29.125,Queenstown,0,No sobrevivió
789,1,3,"Dean, Master. Bertram Vere",Hombre,1.0,1,2,20.575,Southampton,0,Sobrevivió
790,0,1,"Guggenheim, Mr. Benjamin",Hombre,46.0,0,0,79.2,Cherbourg,1,No sobrevivió
791,0,3,"Keane, Mr. Andrew ""Andy""",Hombre,25.0,0,0,7.75,Queenstown,0,No sobrevivió
792,0,2,"Gaskell, Mr. Alfred",Hombre,16.0,0,0,26.0,Southampton,0,No sobrevivió
793,0,3,"Sage, Miss. Stella Anna",Mujer,21.5,8,2,69.55,Southampton,0,No sobrevivió
794,0,1,"Hoyt, Mr. William Fisher",Hombre,40.0,0,0,30.6958,Cherbourg,0,No sobrevivió
795,0,3,"Dantcheff, Mr. Ristiu",Hombre,25.0,0,0,7.8958,Southampton,0,No sobrevivió
796,0,2,"Otter, Mr. Richard",Hombre,39.0,0,0,13.0,Southampton,0,No sobrevivió
797,1,1,"Leader, Dr. Alice (Farnham)",Mujer,49.0,0,0,25.9292,Southampton,1,Sobrevivió
798,1,3,"Osman, Mrs. Mara",Mujer,31.0,0,0,8.6833,Southampton,0,Sobrevivió
799,0,3,"Ibrahim Shawah, Mr. Yousseff",Hombre,30.0,0,0,7.2292,Cherbourg,0,No sobrevivió
800,0,3,"Van Impe, Mrs. Jean Baptiste (Rosalie Paula Govaert)",Mujer,30.0,1,1,24.15,Southampton,0,No sobrevivió
801,0,2,"Ponesell, Mr. Martin",Hombre,34.0,0,0,13.0,Southampton,0,No sobrevivió
802,1,2,"Collyer, Mrs. Harvey (Charlotte Annie Tate)",Mujer,31.0,1,1,26.25,Southampton,0,Sobrevivió
803,1,1,"Carter, Master. William Thornton II",Hombre,11.0,1,2,120.0,Southampton,1,Sobrevivió
804,1,3,"Thomas, Master. Assad Alexander",Hombre,0.42,0,1,8.5167,Cherbourg,0,Sobrevivió
805,1,3,"Hedman, Mr. Oskar Arvid",Hombre,27.0,0,0,6.975,Southampton,0,Sobrevivió
806,0,3,"Johansson, Mr. Karl Johan",Hombre,31.0,0,0,7.775,Southampton,0,No sobrevivió
807,0,1,"Andrews, Mr. Thomas Jr",Hombre,39.0,0,0,0.0,Southampton,1,No sobrevivió
808,0,3,"Pettersson, Miss. Ellen Natalia",Mujer,18.0,0,0,7.775,Southampton,0,No sobrevivió
809,0,2,"Meyer, Mr. August",Hombre,39.0,0,0,13.0,Southampton,0,No sobrevivió
810,1,1,"Chambers, Mrs. Norman Campbell (Bertha Griggs)",Mujer,33.0,1,0,53.1,Southampton,1,Sobrevivió
811,0,3,"Alexander, Mr. William",Hombre,26.0,0,0,7.8875,Southampton,0,No sobrevivió
812,0,3,"Lester, Mr. James",Hombre,39.0,0,0,24.15,Southampton,0,No sobrevivió
813,0,2,"Slemen, Mr. Richard James",Hombre,35.0,0,0,10.5,Southampton,0,No sobrevivió
814,0,3,"Andersson, Miss. Ebba Iris Alfrida",Mujer,6.0,4,2,31.275,Southampton,0,No sobrevivió
815,0,3,"Tomlin, Mr. Ernest Portage",Hombre,30.5,0,0,8.05,Southampton,0,No sobrevivió
816,0,1,"Fry, Mr. Richard",Hombre,40.0,0,0,0.0,Southampton,1,No sobrevivió
817,0,3,"Heininen, Miss. Wendla Maria",Mujer,23.0,0,0,7.925,Southampton,0,No sobrevivió
818,0,2,"Mallet, Mr. Albert",Hombre,31.0,1,1,37.0042,Cherbourg,0,No sobrevivió
819,0,3,"Holm, Mr. John Fredrik Alexander",Hombre,43.0,0,0,6.45,Southampton,0,No sobrevivió
820,0,3,"Skoog, Master. Karl Thorsten",Hombre,10.0,3,2,27.9,Southampton,0,No sobrevivió
821,1,1,"Hays, Mrs. Charles Melville (Clara Jennings Gregg)",Mujer,52.0,1,1,93.5,Southampton,1,Sobrevivió
822,1,3,"Lulic, Mr. Nikola",Hombre,27.0,0,0,8.6625,Southampton,0,Sobrevivió
823,0,1,"Reuchlin, Jonkheer. John George",Hombre,38.0,0,0,0.0,Southampton,0,No sobrevivió
824,1,3,"Moor, Mrs. (Beila)",Mujer,27.0,0,1,12.475,Southampton,1,Sobrevivió
825,0,3,"Panula, Master. Urho Abraham",Hombre,2.0,4,1,39.6875,Southampton,0,No sobrevivió
826,0,3,"Flynn, Mr. John",Hombre,25.0,0,0,6.95,Queenstown,0,No sobrevivió
827,0,3,"Lam, Mr. Len",Hombre,25.0,0,0,56.4958,Southampton,0,No sobrevivió
828,1,2,"Mallet, Master. Andre",Hombre,1.0,0,2,37.0042,Cherbourg,0,Sobrevivió
829,1,3,"McCormack, Mr. Thomas Joseph",Hombre,25.0,0,0,7.75,Queenstown,0,Sobrevivió
830,1,1,"Stone, Mrs. George Nelson (Martha Evelyn)",Mujer,62.0,0,0,80.0,Southampton,1,Sobrevivió
831,1,3,"Yasbeck, Mrs. Antoni (Selini Alexander)",Mujer,15.0,1,0,14.4542,Cherbourg,0,Sobrevivió
832,1,2,"Richards, Master. George Sibley",Hombre,0.83,1,1,18.75,Southampton,0,Sobrevivió
833,0,3,"Saad, Mr. Amin",Hombre,25.0,0,0,7.2292,Cherbourg,0,No sobrevivió
834,0,3,"Augustsson, Mr. Albert",Hombre,23.0,0,0,7.8542,Southampton,0,No sobrevivió
835,0,3,"Allum, Mr. Owen George",Hombre,18.0,0,0,8.3,Southampton,0,No sobrevivió
836,1,1,"Compton, Miss. Sara Rebecca",Mujer,39.0,1,1,83.1583,Cherbourg,1,Sobrevivió
837,0,3,"Pasic, Mr. Jakob",Hombre,21.0,0,0,8.6625,Southampton,0,No sobrevivió
838,0,3,"Sirota, Mr. Maurice",Hombre,25.0,0,0,8.05,Southampton,0,No sobrevivió
839,1,3,"Chip, Mr. Chang",Hombre,32.0,0,0,56.4958,Southampton,0,Sobrevivió
840,1,1,"Marechal, Mr. Pierre",Hombre,40.0,0,0,29.7,Cherbourg,1,Sobrevivió
841,0,3,"Alhomaki, Mr. Ilmari Rudolf",Hombre,20.0,0,0,7.925,Southampton,0,No sobrevivió
842,0,2,"Mudd, Mr. Thomas Charles",Hombre,16.0,0,0,10.5,Southampton,0,No sobrevivió
843,1,1,"Serepeca, Miss. Augusta",Mujer,30.0,0,0,31.0,Cherbourg,0,Sobrevivió
844,0,3,"Lemberopolous, Mr. Peter L",Hombre,34.5,0,0,6.4375,Cherbourg,0,No sobrevivió
845,0,3,"Culumovic, Mr. Jeso",Hombre,17.0,0,0,8.6625,Southampton,0,No sobrevivió
846,0,3,"Abbing, Mr. Anthony",Hombre,42.0,0,0,7.55,Southampton,0,No sobrevivió
847,0,3,"Sage, Mr. Douglas Bullen",Hombre,25.0,8,2,69.55,Southampton,0,No sobrevivió
848,0,3,"Markoff, Mr. Marin",Hombre,35.0,0,0,7.8958,Cherbourg,0,No sobrevivió
849,0,2,"Harper, Rev. John",Hombre,28.0,0,1,33.0,Southampton,0,No sobrevivió
850,1,1,"Goldenberg, Mrs. Samuel L (Edwiga Grabowska)",Mujer,35.0,1,0,89.1042,Cherbourg,1,Sobrevivió
851,0,3,"Andersson, Master. Sigvard Harald Elias",Hombre,4.0,4,2,31.275,Southampton,0,No sobrevivió
852,0,3,"Svensson, Mr. Johan",Hombre,74.0,0,0,7.775,Southampton,0,No sobrevivió
853,0,3,"Boulos, Miss. Nourelain",Mujer,9.0,1,1,15.2458,Cherbourg,0,No sobrevivió
854,1,1,"Lines, Miss. Mary Conover",Mujer,16.0,0,1,39.4,Southampton,1,Sobrevivió
855,0,2,"Carter, Mrs. Ernest Courtenay (Lilian Hughes)",Mujer,44.0,1,0,26.0,Southampton,0,No sobrevivió
856,1,3,"Aks, Mrs. Sam (Leah Rosen)",Mujer,18.0,0,1,9.35,Southampton,0,Sobrevivió
857,1,1,"Wick, Mrs. George Dennick (Mary Hitchcock)",Mujer,45.0,1,1,164.8667,Southampton,0,Sobrevivió
858,1,1,"Daly, Mr. Peter Denis ",Hombre,51.0,0,0,26.55,Southampton,1,Sobrevivió
859,1,3,"Baclini, Mrs. Solomon (Latifa Qurban)",Mujer,24.0,0,3,19.2583,Cherbourg,0,Sobrevivió
860,0,3,"Razi, Mr. Raihed",Hombre,25.0,0,0,7.2292,Cherbourg,0,No sobrevivió
861,0,3,"Hansen, Mr. Claus Peter",Hombre,41.0,2,0,14.1083,Southampton,0,No sobrevivió
862,0,2,"Giles, Mr. Frederick Edward",Hombre,21.0,1,0,11.5,Southampton,0,No sobrevivió
863,1,1,"Swift, Mrs. Frederick Joel (Margaret Welles Barron)",Mujer,48.0,0,0,25.9292,Southampton,1,Sobrevivió
864,0,3,"Sage, Miss. Dorothy Edith ""Dolly""",Mujer,21.5,8,2,69.55,Southampton,0,No sobrevivió
865,0,2,"Gill, Mr. John William",Hombre,24.0,0,0,13.0,Southampton,0,No sobrevivió
866,1,2,"Bystrom, Mrs. (Karolina)",Mujer,42.0,0,0,13.0,Southampton,0,Sobrevivió
867,1,2,"Duran y More, Miss. Asuncion",Mujer,27.0,1,0,13.8583,Cherbourg,0,Sobrevivió
868,0,1,"Roebling, Mr. Washington Augustus II",Hombre,31.0,0,0,50.4958,Southampton,1,No sobrevivió
869,0,3,"van Melkebeke, Mr. Philemon",Hombre,25.0,0,0,9.5,Southampton,0,No sobrevivió
870,1,3,"Johnson, Master. Harold Theodor",Hombre,4.0,1,1,11.1333,Southampton,0,Sobrevivió
871,0,3,"Balkic, Mr. Cerin",Hombre,26.0,0,0,7.8958,Southampton,0,No sobrevivió
872,1,1,"Beckwith, Mrs. Richard Leonard (Sallie Monypeny)",Mujer,47.0,1,1,52.5542,Southampton,1,Sobrevivió
873,0,1,"Carlsson, Mr. Frans Olof",Hombre,33.0,0,0,5.0,Southampton,1,No sobrevivió
874,0,3,"Vander Cruyssen, Mr. Victor",Hombre,47.0,0,0,9.0,Southampton,0,No sobrevivió
875,1,2,"Abelson, Mrs. Samuel (Hannah Wizosky)",Mujer,28.0,1,0,24.0,Cherbourg,0,Sobrevivió
876,1,3,"Najib, Miss. Adele Kiamie ""Jane""",Mujer,15.0,0,0,7.225,Cherbourg,0,Sobrevivió
877,0,3,"Gustafsson, Mr. Alfred Ossian",Hombre,20.0,0,0,9.8458,Southampton,0,No sobrevivió
878,0,3,"Petroff, Mr. Nedelio",Hombre,19.0,0,0,7.8958,Southampton,0,No sobrevivió
879,0,3,"Laleff, Mr. Kristo",Hombre,25.0,0,0,7.8958,Southampton,0,No sobrevivió
880,1,1,"Potter, Mrs. Thomas Jr (Lily Alexenia Wilson)",Mujer,56.0,0,1,83.1583,Cherbourg,1,Sobrevivió
881,1,2,"Shelley, Mrs. William (Imanita Parrish Hall)",Mujer,25.0,0,1,26.0,Southampton,0,Sobrevivió
882,0,3,"Markun, Mr. Johann",Hombre,33.0,0,0,7.8958,Southampton,0,No sobrevivió
883,0,3,"Dahlberg, Miss. Gerda Ulrika",Mujer,22.0,0,0,10.5167,Southampton,0,No sobrevivió
884,0,2,"Banfield, Mr. Frederick James",Hombre,28.0,0,0,10.5,Southampton,0,No sobrevivió
885,0,3,"Sutehall, Mr. Henry Jr",Hombre,25.0,0,0,7.05,Southampton,0,No sobrevivió
886,0,3,"Rice, Mrs. William (Margaret Norton)",Mujer,39.0,0,5,29.125,Queenstown,0,No sobrevivió
887,0,2,"Montvila, Rev. Juozas",Hombre,27.0,0,0,13.0,Southampton,0,No sobrevivió
888,1,1,"Graham, Miss. Margaret Edith",Mujer,19.0,0,0,30.0,Southampton,1,Sobrevivió
889,0,3,"Johnston, Miss. Catherine Helen ""Carrie""",Mujer,21.5,1,2,23.45,Southampton,0,No sobrevivió
890,1,1,"Behr, Mr. Karl Howell",Hombre,26.0,0,0,30.0,Cherbourg,1,Sobrevivió
891,0,3,"Dooley, Mr. Patrick",Hombre,32.0,0,0,7.75,Queenstown,0,No sobrevivió
